# a	b	kn_cost  (trigram-backed, kappa=1000.0, d=0.75)
小さな	道具	8267
小さな	部分	8269
小さな	部屋	5713
小さな	郵便物	5566
小さな	金属	6081
小さな	銃	8275
小さな	間違い	5565
小さな	集団	5566
小さな	電力	8278
小さな	電話	8257
小さな	鞄	6669
小さな	鳥	2643
小さな	黒い	6081
小さな	黒ウサギ	8279
小京都	と	1383
小人	数	208
小企業	が	1161
小企業	とし	1163
小休止	を	1379
小出し	にせよ	1386
小切手	があ	6455
小切手	で	90
小切手	に	4260
小切手	は	4261
小切手	を	3415
小判	だ	2074
小判	だっ	2077
小動物	が	2470
小動物	たち	2484
小動物	だっ	2481
小包	は	2623
小包	ほど	4237
小包	を	702
小包	をす	1674
小包	郵便	4239
小国	は	1380
小型	にし	2078
小型	の	2063
小型車	また	1386
小声	で	151
小売	物価指数	827
小売り	で	1381
小売商	人	826
小売店	など	2079
小売店	の	2063
小太鼓	を	1379
小娘	は	824
小学校	に	1718
小学校	の	765
小学校	へ	3330
小学生	で	1161
小学生	でし	1163
小屋	。	2767
小屋	があっ	2772
小屋	だな	4381
小屋	に	1813
小屋	にた	4381
小屋	の	1978
小屋	は	1435
小屋	を	4321
小島	に	2353
小島	先生	1068
小川	が	2998
小川	さん	809
小川	です	3237
小川	に	4776
小川	の	2992
小川	は	4785
小川	より	4845
小川	を	4770
小川	君	3242
小川	夫人	3006
小川	様	3242
小指	が	1381
小旅行	で	3446
小旅行	に	1851
小旅行	は	899
小旅行	はあ	3463
小枝	が	2070
小枝	を	2064
小柄	だ	1161
小柄	だと	2771
小柄	な	2767
小泉	が	844
小泉	さん	1716
小泉	氏	1717
小火器	の	1378
小熊	を	1379
小犬	と	1246
小犬	を	717
小石	があっ	2079
小石	を	2064
小箱	です	1384
小粋	な	1385
小羊	を	1379
小脇	に	2065
小脇	にか	2079
小舟	は	824
小船	で	2070
小船	に	2065
小言	が	3451
小言	に	1266
小言	を	899
小説	が	2601
小説	がたく	7219
小説	だっ	5608
小説	だろう	5611
小説	で	5013
小説	です	7162
小説	なん	7220
小説	に	4170
小説	の	2426
小説	のど	7220
小説	は	1389
小説	はあ	4389
小説	はい	5610
小説	はお	2872
小説	はす	7213
小説	はたい	7221
小説	はと	4004
小説	はま	2981
小説	はまだ	5613
小説	より	5611
小説	を	1046
小説	をす	7207
小説	大好き	7223
小説	愛好家	7223
小説家	が	5359
小説家	だ	2844
小説家	で	1913
小説家	であっ	3801
小説家	です	5383
小説家	と	3795
小説家	とい	2432
小説家	とし	3800
小説家	に	3787
小説家	の	3784
小説家	は	823
小論	はば	2079
小論	を	2064
小論文	は	978
小論文	はわ	3178
小論文	も	3173
小論文	を	3147
小象	の	1378
小躍り	した	470
小道	から	2260
小道	が	2256
小道	しか	3870
小道	です	2259
小道	と	3851
小道	を	1303
小遣い	が	2758
小遣い	の	1158
小遣い	を	2749
小野	さんと	470
小銭	が	5744
小銭	があ	3570
小銭	に	5733
小銭	の	5728
小銭	を	88
小鍋	はす	827
小降り	になっ	470
小難	をの	827
小雨	が	2357
小雨	のと	1068
小雪	で	469
小食	なんだ	1386
小館	に	469
小高い	丘	1386
小鳥	が	2372
小鳥	があ	4634
小鳥	がさ	4644
小鳥	がたく	4643
小鳥	たち	687
小鳥	にえ	4644
小鳥	の	2440
小鳥	を	3023
小麦	が	3154
小麦	の	1560
小麦	は	3147
小麦	を	3140
小麦	・	3177
小麦粉	、	2989
小麦粉	から	2991
小麦粉	を	796
小鼻	の	1378
少々	お	394
少々	です	3315
少々	は	5245
少々	やり	5311
少々	ミルク	3319
少々	君	5309
少々	太り	5311
少々	自慢	3319
少々	苦労	3702
少々	英語	5309
少々	酸っぱい	5311
少し	、	4275
少し	。	8788
少し	あき	9549
少し	あと	6518
少し	あなた	6338
少し	あり	6329
少し	ある	5742
少し	いい	9498
少し	いかが	6331
少し	いた	9519
少し	いただい	7941
少し	いただき	9538
少し	いたん	9549
少し	いて	6505
少し	いらいら	9548
少し	いる	6331
少し	うるさい	6518
少し	お	3254
少し	おねがい	9549
少し	おびえ	9547
少し	お茶	7939
少し	お菓子	7940
少し	お金	6712
少し	お静	9549
少し	かじり	9550
少し	からだ	9543
少し	がっかり	6192
少し	ここ	6981
少し	このま	6519
少し	ご機嫌	9549
少し	しか	4938
少し	した	9047
少し	しっかり	6518
少し	すずしい	9550
少し	する	9079
少し	ずつ	2816
少し	せかせか	9550
少し	それぞれ	9541
少し	たった	9543
少し	だ	6158
少し	だけ	4381
少し	だっ	9207
少し	ちゃんと	9543
少し	つめ	6519
少し	づつ	9548
少し	で	3063
少し	でう	7938
少し	できる	9453
少し	です	6475
少し	と	7727
少し	とい	7894
少し	どう	6715
少し	なくなっ	9499
少し	なら	6513
少し	におい	7927
少し	の	1796
少し	のと	6979
少し	のも	6513
少し	のんびり	6518
少し	は	2374
少し	はあ	6055
少し	はい	6967
少し	はいる	9546
少し	はお	6500
少し	はげ	9549
少し	はま	6190
少し	はわ	9509
少し	ばかり	7927
少し	びくびく	4909
少し	も	2958
少し	もい	7931
少し	もう	6716
少し	もお	6984
少し	もじっ	7941
少し	もそ	7934
少し	もっ	9540
少し	もどっ	9548
少し	もなか	6984
少し	もや	9547
少し	もよ	7938
少し	もらっ	9541
少し	もわ	6717
少し	やせ	6519
少し	やった	9530
少し	やり	6518
少し	やり過ぎ	9549
少し	やれる	9547
少し	ゆっくり	5444
少し	ゆるす	9550
少し	よく	9472
少し	わかる	9541
少し	わがまま	9547
少し	ケーキ	6183
少し	コショウ	6519
少し	コーヒー	7935
少し	サラダ	9546
少し	ステレオ	6518
少し	テレビ	6516
少し	ドル	6985
少し	ニンニク	9550
少し	パン	9534
少し	ビーフ	9549
少し	プラン	6518
少し	ラジオ	9534
少し	レモン	9547
少し	上	9496
少し	下	7937
少し	下さい	7349
少し	不安	6518
少し	丸く	7940
少し	乳	6342
少し	仕事	7918
少し	休み	4765
少し	休む	7352
少し	休もう	4835
少し	休ん	4670
少し	休憩	9542
少し	似	7938
少し	住ん	9529
少し	佐々木	9549
少し	体	4239
少し	体調	9545
少し	体重	6518
少し	価格	6341
少し	個人的	9544
少し	個別	9550
少し	値引き	6342
少し	値段	9536
少し	僕	9513
少し	元気	9519
少し	先	6341
少し	入っ	7936
少し	入れ	7352
少し	具合	9532
少し	冷たかっ	7941
少し	出る	9534
少し	別	9531
少し	削ら	9549
少し	前	3197
少し	前の日	4800
少し	加え	6717
少し	努力	7934
少し	勉強	9489
少し	動い	7938
少し	危険	6517
少し	収入	7939
少し	取っ	9534
少し	口	9516
少し	古く	7940
少し	召し上がり	7353
少し	右	9542
少し	同じ	9508
少し	味	6518
少し	回っ	9538
少し	困っ	9520
少し	困る	9542
少し	固く	9538
少し	塩	7940
少し	変	9542
少し	変わっ	9526
少し	外国	9521
少し	多い	9540
少し	大き	9547
少し	大きい	6716
少し	大きかっ	9546
少し	大きく	7351
少し	大きな	7928
少し	大変	9511
少し	嫉妬	6519
少し	嫌	9521
少し	子供	9507
少し	学ば	9547
少し	安い	7351
少し	安く	6192
少し	客	9529
少し	寒い	7936
少し	寝	4765
少し	寝る	9520
少し	小さ	9549
少し	小さい	9523
少し	小さく	7352
少し	引い	9540
少し	弱く	9543
少し	強い	9524
少し	弾き	9547
少し	待た	9545
少し	待ち	9538
少し	待っ	3429
少し	待つ	4835
少し	待て	9545
少し	後	7933
少し	後ろ	7939
少し	御	7939
少し	心配	7934
少し	忠告	4871
少し	怖	4871
少し	怖い	7351
少し	思っ	9508
少し	急ぎ	9547
少し	恋	9539
少し	悪く	7937
少し	悲し	9542
少し	慎重	9543
少し	我慢	9521
少し	戻し	9546
少し	戻っ	6518
少し	手	9486
少し	手伝い	4909
少し	手持ち	9547
少し	扱い	9540
少し	抜け	9543
少し	持っ	6504
少し	整理	9542
少し	日本語	9538
少し	早く	4428
少し	早め	4300
少し	時計	9527
少し	時間	4239
少し	暑い	9532
少し	暗い	9541
少し	最近	9543
少し	本	6190
少し	根気	9549
少し	横	4909
少し	欲しい	6984
少し	止ん	9545
少し	歩く	4321
少し	残し	9543
少し	残っ	6984
少し	残念	7351
少し	気	5748
少し	気の毒	7940
少し	気分	7932
少し	気難しい	9547
少し	水	6982
少し	沸かし	9549
少し	治まり	9550
少し	注い	7941
少し	注意	5443
少し	泳い	7939
少し	涼しい	9545
少し	減り	7941
少し	湿度	9547
少し	激し	9549
少し	火	9526
少し	熱	4670
少し	熱っ	7941
少し	父	7934
少し	父親	9536
少し	牛	7938
少し	牛乳	7940
少し	異なり	9548
少し	異なる	9534
少し	疲れ	5263
少し	痛い	6183
少し	痛かっ	9545
少し	痛く	9541
少し	痛み	9532
少し	痛む	9547
少し	皮肉っ	9549
少し	目	6516
少し	直す	9542
少し	真面目	9547
少し	眠ら	6519
少し	眠り	6342
少し	知っ	7349
少し	知ら	9511
少し	知識	9529
少し	短く	9540
少し	砂糖	9543
少し	私	6510
少し	穏やか	9541
少し	笑っ	5658
少し	緩い	7353
少し	考え	7924
少し	考えれ	6519
少し	耳	7938
少し	肌寒い	6519
少し	背	7350
少し	腹	9521
少し	臆病	9547
少し	自分	9478
少し	自慢	6518
少し	良く	9517
少し	若けれ	7941
少し	苦しい	9531
少し	苦労	7939
少し	英語	7928
少し	落ち	9530
少し	蒸し暑い	7941
少し	見	6181
少し	見る	9512
少し	規則	9534
少し	言い	6517
少し	計画	6517
少し	記憶力	9544
少し	詰め	7941
少し	話し	9494
少し	話す	7934
少し	話せる	9543
少し	説明	7935
少し	読書	6518
少し	諸	9549
少し	買い	6985
少し	買い物	4871
少し	買っ	9528
少し	貸し	7352
少し	質問	7350
少し	赤い	7938
少し	起こし	9542
少し	足し	9549
少し	遅く	7351
少し	遅れる	6518
少し	過激	9548
少し	違い	7350
少し	違う	9532
少し	違っ	7939
少し	遠い	9530
少し	酔っ	9545
少し	酸っぱい	9548
少し	重	7941
少し	野菜	9532
少し	金	7346
少し	長く	7936
少し	開い	7938
少し	間	6516
少し	間違い	9501
少し	降っ	9536
少し	降る	9542
少し	隣	9538
少し	雑	9550
少し	雑談	9549
少し	離れ	5939
少し	難しい	7351
少し	雨	7345
少し	静か	6983
少し	音	6981
少し	音楽	6517
少し	頑張る	7940
少し	頑張れる	9550
少し	頭	6061
少し	頭痛	6342
少し	顔	9504
少し	風邪	6341
少し	食べ	6715
少し	食べさせ	9547
少し	飲ま	6985
少し	飲み	7937
少し	飲ん	6716
少し	馬鹿	7350
少し	驚い	7937
少し	高	7940
少し	高い	6715
少し	高く	6518
少しく	たび	1326
少しく	ださい	445
少な	すぎ	2367
少な	目	1068
少ない	。	1516
少ない	お金	4782
少ない	が	5127
少ない	がい	7322
少ない	こと	5145
少ない	ため	5735
少ない	だろう	7323
少ない	です	3366
少ない	とい	7318
少ない	とき	7341
少ない	の	3727
少ない	ほど	4782
少ない	クラス	7346
少ない	ケース	7347
少ない	ビール	5738
少ない	一定期間	3445
少ない	人	3541
少ない	人々	7343
少ない	全て	7341
少ない	動物	7342
少ない	収入	1239
少ない	地域	5738
少ない	場合	7345
少ない	大政	7348
少ない	学生	5737
少ない	年金	1836
少ない	店	7342
少ない	意見	7343
少ない	所	5737
少ない	政治家	7346
少ない	数	7345
少ない	映画	5738
少ない	時期	7346
少ない	有名	7345
少ない	民族	3368
少ない	状況	7345
少ない	男	5150
少ない	羽	7347
少ない	自然	3981
少ない	裏	7346
少ない	金	5150
少ない	金額	7346
少ない	雨	7338
少ない	高い	7343
少なかっ	た	238
少なかっ	たが	2342
少なから	ず	155
少なから	ずい	3466
少なから	ぬ	2878
少なかれ	、	2764
少なかれ	その	2771
少なかれ	興味	2772
少なかれ	芸術	2772
少なく	、	7671
少なく	した	4686
少なく	して	7684
少なく	しな	6121
少なく	しよう	7726
少なく	すむ	7733
少なく	する	3389
少なく	て	4686
少なく	でき	7719
少なく	とも	213
少なく	ない	4121
少なく	なく	7723
少なく	なっ	3841
少なく	なり	6123
少なく	なる	5168
少なく	はない	6122
少なく	よい	6123
少なく	何	7727
少なく	価値	7730
少なく	出さ	7732
少なく	知ら	7730
少なく	老人	7732
少なく	見	7727
少なく	言っ	3850
少なく	買い手	7733
少なく	買う	7731
少なく	質	7733
少なく	静か	7730
少なく	飲め	3850
少なけれ	ば	288
少人数	の	468
少佐	は	824
少女	から	9775
少女	が	2332
少女	があ	9782
少女	がい	6784
少女	がお	5763
少女	がたく	5763
少女	がな	9803
少女	たち	2123
少女	だ	6330
少女	だっ	6022
少女	だろう	9808
少女	で	7250
少女	でしょう	8217
少女	です	5538
少女	と	6215
少女	なん	8219
少女	に	5136
少女	にあ	9809
少女	にあっ	9825
少女	にか	9818
少女	にま	6785
少女	の	5591
少女	のど	7264
少女	は	376
少女	はあ	4140
少女	はう	5763
少女	はお	5635
少女	はき	5763
少女	はた	5763
少女	はと	8216
少女	はわ	7264
少女	へ	8216
少女	も	6994
少女	もそ	7632
少女	より	6784
少女	を	4525
少女	紹介	9828
少女	達	4127
少子化	から	826
少年	が	2597
少年	がい	4221
少年	がお	6475
少年	がそ	8670
少年	がたく	6476
少年	がも	10275
少年	がや	10272
少年	たち	1720
少年	たちのこ	8673
少年	だ	6564
少年	だから	8671
少年	だっ	7445
少年	で	5704
少年	であっ	10259
少年	であるこ	8671
少年	でしょう	10253
少年	です	5666
少年	と	3870
少年	とい	10236
少年	とすれ	10281
少年	とそ	7238
少年	とよ	10278
少年	な	6911
少年	ながら	4866
少年	なん	10274
少年	に	3707
少年	にあ	8081
少年	にな	7445
少年	の	3431
少年	のう	7717
少年	のけ	10281
少年	のこ	10251
少年	のころ	6172
少年	のし	6476
少年	のと	8669
少年	のど	10275
少年	は	642
少年	はあ	10235
少年	はい	4781
少年	はう	4269
少年	はお	7716
少年	はぐっ	8673
少年	はこっ	10281
少年	はし	10271
少年	はしか	8673
少年	はす	10255
少年	はたく	6476
少年	はだ	6312
少年	はで	6476
少年	はと	8081
少年	はな	8669
少年	はまる	8672
少年	はみ	7716
少年	はもう	6390
少年	はやっ	10279
少年	はわ	10274
少年	は行	8672
少年	も	8076
少年	もい	8671
少年	もみ	10280
少年	よ	4866
少年	より	6311
少年	を	4882
少年	をす	10237
少年	以外	7717
少年	少女	4175
少年	時代	6312
少年	犯罪	10280
少年	達	3617
少数	であっ	4275
少数	の	1442
少数	党	2331
少数	民族	721
少数派	の	2063
少数派	を	2064
少量	の	287
尖っ	たく	1386
就い	た	207
就いて	います	288
就き	たい	2079
就き	なさい	2078
就く	こと	2481
就く	の	2461
就く	為	2485
就ける	とい	2078
就ける	よう	2078
就任	される	2484
就任	した	875
就労	を	1379
就労意欲	を	1379
就学	できる	1386
就寝	した	632
就寝	中	1268
就業時間	です	469
就職	が	2360
就職	した	2365
就職	する	3965
就職	でき	3973
就職	に	2357
就職	の	3921
就職	専門学校	1314
尺	を	1379
尺度	で	1381
尻	が	4047
尻	に	1276
尻	にし	2462
尻	の	1276
尻	を	2455
尻尾	の	823
尻目	ばかり	1386
尻馬	など	1386
尽かさ	れる	1386
尽き	た	287
尽きる	。	2475
尽きる	だろう	2483
尽きる	事	2484
尽くさ	ざる	3465
尽くさ	なく	3464
尽くさ	なけれ	632
尽くさ	ねば	3465
尽くし	がたい	3837
尽くし	さえ	2882
尽くし	た	1476
尽くし	たが	2079
尽くし	たとい	5446
尽くし	て	2612
尽くし	てい	2880
尽くし	てや	3249
尽くし	なさい	1733
尽くし	ます	2613
尽くし	難い	5447
尽くす	。	2823
尽くす	こと	2825
尽くす	だけ	5018
尽くす	だろう	2826
尽くす	つもり	1656
尽くす	でしょう	3413
尽くす	と	2456
尽くす	なら	5020
尽くす	べき	1805
尽くす	よう	2458
尽くす	人々	3414
尽くせ	。	1161
尽くせ	ない	2769
尽くせ	り	2772
尽くそう	と	469
尾	が	1113
尾	がな	2549
尾	の	1591
尾	は	4128
尾	を	1957
尿	が	151
局	の	2063
局	を	2064
局員	はち	1386
局地的	な	1385
局番	も	1385
局面	に	2471
局面	を	872
居	たい	3140
居	たから	5336
居	たん	5335
居	て	1530
居	てい	5309
居	てく	5326
居	ない	5318
居	ないと	3140
居	なかっ	2772
居	なくなり	5337
居	なくなる	1294
居	なけれ	3727
居	まし	2772
居	ましょう	5333
居	ます	3725
居ら	れな	2079
居ら	れる	2079
居る	。	2478
居る	かぎり	4094
居る	こと	4083
居る	ことに	4090
居る	し	2484
居る	つもり	2484
居る	の	1888
居る	のか	4092
居る	ほど	4090
居る	時	4091
居れ	ば	1386
居合わせ	た	104
居合わせ	たん	5257
居合わせ	ない	5252
居合わせ	なかっ	3647
居場所	が	1381
居座り	まし	1386
居心地	が	797
居心地	の	2971
居心地	よくしよう	2996
居残っ	た	1383
居留守	を	1379
居直っ	た	469
居眠り	した	3940
居眠り	して	2340
居眠り	する	3941
居眠り	ばかり	3950
居眠り	をし	732
居眠り	運転	3951
居続け	た	797
居続け	ます	2993
居続け	る	2995
居酒屋	で	1160
居酒屋	によ	2771
居酒屋	料理	2772
居間	から	3278
居間	に	3255
居間	は	1243
居間	はと	1674
屈し	、	4012
屈し	た	980
屈し	て	4013
屈し	ては	1828
屈し	ない	2414
屈し	なかっ	4021
屈する	くらい	2079
屈する	な	2076
屈伏	した	1384
屈服	した	875
屈服	する	2482
屈辱	が	2753
屈辱	だ	2761
屈辱	に	2744
屈辱	を	2742
届	は	1380
届い	た	548
届い	たら	4158
届い	てい	1325
届か	ない	470
届か	ないと	4276
届か	なかっ	1711
届か	ん	4276
届き	まし	499
届き	ます	1722
届く	。	4935
届く	」	4989
届く	こと	3383
届く	ことに	4989
届く	だろ	4997
届く	と	4932
届く	ところ	2164
届く	の	2420
届く	はず	3387
届く	ほど	2432
届く	よ	2431
届く	よう	4982
届く	サービス	4997
届く	先	4995
届く	前	4992
届く	所	3387
届く	手紙	4994
届く	郵便	3388
届く	間	4994
届く	限り	4996
届け	て	1384
届けで	きる	1386
屋	から	4589
屋	さん	1561
屋	だ	2404
屋	です	4577
屋	な	2992
屋	に	2980
屋	になっ	4596
屋	の	1767
屋	は	2982
屋	はもう	4602
屋	取っ	4605
屋上	から	1067
屋上	に	2353
屋内	競技	1386
屋外	スポーツ	1386
屋敷	に	469
屋根	から	1969
屋根	からあ	4601
屋根	が	1677
屋根	で	6166
屋根	に	2091
屋根	の	1182
屋根	のむ	6210
屋根	は	2091
屋根	を	2954
展	に	2065
展	はあ	2078
展示	され	470
展示会	は	1591
展示会	へ	2400
展示会	を	790
展示場	を	1379
展覧会	に	2974
展覧会	は	1383
展覧会	を	1382
展開	され	2770
展開	して	2766
展開	する	2766
展開	を	2742
属し	てい	288
属し	ます	3330
属する	。	575
属する	政党	2773
属性	と	2073
属性	に	2065
屠殺	され	1386
層	が	2470
層	は	2466
層	もの	2483
履い	た	3858
履い	て	1037
履い	てい	1038
履い	てく	3868
履きつぶし	た	1383
履修	の	1378
履歴	につい	2484
履歴	を	872
履歴書	はこ	827
山	」	7497
山	』	7499
山	から	6907
山	からも	9107
山	が	4542
山	があ	7492
山	がたく	9104
山	だ	7483
山	で	1982
山	でう	5236
山	です	5216
山	と	3487
山	となる	7499
山	となれ	6912
山	など	5741
山	に	2200
山	にあ	9093
山	にあっ	5236
山	にい	9094
山	につい	6910
山	にの	9108
山	の	658
山	のけ	9109
山	は	2780
山	はけ	9109
山	はな	7498
山	ばかり	9103
山	へ	3473
山	を	2765
山	をの	9107
山々	があ	1385
山ほど	ある	345
山ほど	高い	3178
山下	さん	470
山中	さん	1163
山中	に	2751
山中	の	2748
山小屋	で	1381
山崎	氏	470
山本	あなた	2454
山本	君	257
山村	が	1381
山火事	は	824
山田	さん	619
山田	です	4975
山田	とい	4985
山田	の	2786
山田	先生	1258
山登り	が	1381
山積み	にし	2078
山積み	になっ	2078
山脈	が	2986
山脈	の	430
山腹	に	1379
山車	は	1380
山道	で	1212
山道	は	1447
山道	を	3037
山頂	から	977
山頂	に	1525
山頂	の	2581
山頂	は	1727
岡山	から	1519
岡山	は	1514
岡市	の	468
岩	が	2891
岩	に	1938
岩	にぶ	2310
岩	の	2886
岩	のい	4506
岩	は	1051
岩	を	2887
岩の上	で	825
岩場	の	1378
岩棚	から	826
岸	から	2076
岸	に	2065
岸壁	からし	2079
岸壁	で	2070
岸辺	の	823
峠	に	2065
峠	を	2064
峰	は	1380
島	から	3734
島	が	2819
島	があ	6283
島	だ	6262
島	で	2950
島	な	6276
島	に	1211
島	の	2265
島	は	2009
島	はと	6293
島	へ	6293
島	まで	4690
島	も	4688
島	を	1493
島々	はと	1386
島国	だ	1383
島影	に	1379
崇拝	して	2989
崇拝	する	1385
崇拝	の	2963
崇拝	者	2995
崇高	な	208
崖	から	426
崖	の	1876
崖	は	4252
崖	を	4246
崖っぷち	に	824
崩し	た	1383
崩れ	た	1383
崩れ落ち	そう	2079
崩れ落ち	た	2073
崩壊	した	1162
崩壊	する	2767
崩壊	寸前	2773
嵌合	する	1385
嵐	が	2284
嵐	がそ	4008
嵐	がや	6269
嵐	が行	8465
嵐	だっ	6853
嵐	で	3170
嵐	に	4743
嵐	にあっ	6857
嵐	にな	5089
嵐	になっ	5633
嵐	によっ	4848
嵐	の	1381
嵐	のき	4008
嵐	のせ	4008
嵐	のた	1324
嵐	は	1480
嵐	はい	5616
嵐	はいっ	8466
嵐	はこ	5617
嵐	はもっ	5617
嵐	やら	8466
嵐	を	6824
川	」	7939
川	から	6053
川	が	2722
川	があ	6983
川	がき	9547
川	がこ	7941
川	がそ	3977
川	で	3092
川	です	6979
川	でよ	7941
川	と	6711
川	など	9538
川	に	1664
川	にか	6985
川	にた	9546
川	によ	9537
川	の	1121
川	のこ	7938
川	のそ	5265
川	のち	9550
川	のと	7940
川	のむ	9551
川	は	2190
川	はあ	6984
川	はう	5587
川	はお	9539
川	はこ	2217
川	はと	9531
川	はも	3977
川	はもう	5586
川	へ	3666
川	へよ	9551
川	や	7938
川	より	7937
川	を	2829
川べり	に	1064
川べり	を	2352
川上	に	824
川下	にあ	1386
川口	が	469
川村	博士	470
川沿い	に	138
川沿い	を	2834
川越	の	823
川風	に	1379
州	がま	2772
州	で	2753
州	に	2744
州	は	2748
州知事	が	1516
州知事	は	1514
州都	で	1381
巡り	でつ	2079
巡り	をす	2078
巡り会え	た	1383
巡り合わせ	になっ	470
巡査	が	1381
巣	が	3158
巣	で	3158
巣	に	1563
巣	を	1562
巣造り	をす	1386
工	はかな	1386
工事	に	3843
工事	は	1161
工事	を	1921
工事	をし	1306
工事中	」	1386
工作	が	1381
工具箱	に	469
工場	から	2761
工場	があ	6154
工場	で	1234
工場	です	6133
工場	に	4542
工場	にあ	6165
工場	の	2253
工場	は	1532
工場	はもっ	4564
工場	へ	4562
工場	や	4563
工場	より	3511
工場	を	2176
工場	労働者	6174
工場	廃棄物	3511
工場	渡し	6174
工夫	した	470
工学	に	2751
工学	につい	2771
工学	を	1158
工業化	が	2758
工業化	の	2748
工業化	は	1159
工業製品	で	1381
工藤	甲人	152
左	から	7714
左	が	7673
左	で	7673
左	と	5163
左	に	2087
左	にあ	6120
左	にいっ	7730
左	の	468
左	へ	1934
左	へい	4523
左	も	7717
左	を	2683
左うちわ	で	1381
左側	です	5753
左側	に	3200
左側	にあ	4158
左側	を	3200
左側	通行	174
左側	運転	5768
左利き	です	1384
左右	され	3686
左右	される	1124
左右	する	2078
左右	に	3654
左右	を	2072
左手	が	4600
左手	がし	2967
左手	で	883
左手	に	2398
左手	の	1777
左手	を	2397
左折	した	575
左折	しな	2772
左横	腹	827
左派	に	1379
左目	が	1161
左目	に	1160
左端	に	469
左耳	から	826
左腕	がし	2367
左腕	に	1064
左足	を	468
巧み	だ	575
巧み	にやす	2773
巨大	だ	3578
巨大	な	216
巨額	の	468
差	が	4287
差	があ	4319
差	がな	4324
差	がわ	4330
差	で	4287
差	は	2127
差	はあ	4324
差	はない	2133
差	をつ	1112
差し	あっ	1068
差し	た	2360
差しのべる	つもり	1386
差し上げ	た	3854
差し上げ	てく	3867
差し上げ	なかっ	3868
差し上げ	ましょう	1674
差し上げ	ます	826
差し伸べ	、	1162
差し伸べ	た	2762
差し伸べ	て	2766
差し出し	、	3778
差し出し	た	287
差し出し	たが	3784
差し出す	習慣	1386
差し向かっ	て	1384
差し向け	ます	1385
差し当たっ	ては	827
差し当たり	、	826
差し支え	ない	1385
差し止め	になっ	1385
差し詰め	生活	1386
差し込む	よう	470
差し込ん	だ	1383
差し迫っ	た	825
差す	。	1383
差出人	と	1383
差別	する	2987
差別	と	2979
差別	の	2956
差別	を	2957
差別	問題	2995
差異	に	1379
差額	はあ	826
己	の	3251
己	も	2112
己	を	1302
己	をし	2112
己が	誰	827
巻い	た	1548
巻い	たも	4381
巻い	て	4369
巻い	てい	771
巻い	てく	2772
巻い	てや	4381
巻か	れ	216
巻か	れな	3583
巻き	なさい	1386
巻きこま	れ	470
巻き上げ	た	1383
巻き付け	た	1383
巻き起こし	てい	1384
巻き起こす	こと	1385
巻き込ま	れ	288
巻き込ま	れな	2175
巻く	。	2983
巻く	もの	2993
巻く	布	1386
巻く	薄い	2996
巻物	です	469
市	が	6114
市	があ	7720
市	で	4688
市	となっ	7734
市	に	3927
市	にあ	7729
市	におい	4301
市	の	267
市	のこ	4439
市	を	1841
市	セール	6126
市	全体	7735
市は	一	3871
市は	地震	652
市は	多く	2262
市は	東京	2262
市へ	行き	1386
市内	に	2724
市内	の	4152
市内	のこ	2733
市内	まで	1124
市内	を	1404
市内	観光	4200
市場	、	6389
市場	があ	6401
市場	だと	4808
市場	で	4796
市場	と	4216
市場	とい	6409
市場	に	2306
市場	にあ	6411
市場	の	6310
市場	は	351
市場	はま	2964
市場	へ	3853
市場	を	4210
市場	をつ	6413
市場シェア	を	1379
市場価格	の	1063
市場価格	は	2355
市場調査	担当	2079
市場調査	部	2079
市外	局番	827
市当局	は	824
市役所	の	3251
市役所	は	1811
市役所	はやり	3283
市役所	まで	1163
市民	で	3719
市民	です	3735
市民	に	2134
市民	によ	3751
市民	の	1899
市民	は	3710
市民	達	1907
市民権	を	1379
市立	です	2074
市立	図書館	2079
市立病院	に	1379
市議会	は	151
市販	される	1386
市長	あて	5529
市長	が	2754
市長	さんと	3920
市長	に	3324
市長	の	1252
市長	は	884
市長	はあ	3449
市長	もい	5528
市長	を	3905
市長	候補	5529
市長選	に	1379
市長選挙	に	1379
布	。	6239
布	が	2928
布	がか	4689
布	がつ	6295
布	がな	6286
布	で	2187
布	と	4677
布	に	2927
布	にし	6284
布	につい	6288
布	につけ	6298
布	の	1168
布	は	2254
布	はあ	6286
布	はす	4688
布	を	1570
布	をし	6278
布	をつ	4688
布	状	6299
布や	糸	330
布告	した	2076
布告	の	2063
布地	は	469
帆	が	513
帆	と	3606
帆	に	3592
帆	を	3589
帆走	させる	2079
帆走	に	2065
希少	で	1381
希望	。	6197
希望	あり	7822
希望	いっぱい	7829
希望	が	3728
希望	があ	3666
希望	がな	3799
希望	され	6217
希望	される	7821
希望	しか	7824
希望	した	3666
希望	しつ	7830
希望	して	1587
希望	しない	5265
希望	しま	4611
希望	する	2219
希望	だ	7726
希望	だけ	6217
希望	で	5612
希望	であっ	7818
希望	できる	7820
希望	でし	6218
希望	です	5258
希望	どおり	7830
希望	など	7817
希望	なら	6219
希望	ならば	7828
希望	に	4111
希望	によ	7815
希望	の	4453
希望	のす	7826
希望	は	3433
希望	はあ	7804
希望	はすば	6221
希望	はない	6219
希望	ばかり	7823
希望	ます	7796
希望	や	2524
希望	を	1031
希望	通り	6221
希望者	全員	827
希薄	な	1385
帝国	です	2767
帝国	の	574
帝王	だ	2361
帝王	切開	1068
師	で	3549
師	と	1384
師	とし	3577
師	になっ	3577
師	の	3528
師	は	3541
師	はご	3583
師団	が	1381
席	あいて	7168
